"","term","estimate","std.error","statistic","p.value"
"103","VW_ret_HML_All","1.01861167972113","0.0190332298107535","53.5175422064012","3.45368149403075e-106"
"104","VW_diffPosNegRel_Inv_spread","-0.0585974320377964","0.0322055577714214","-1.81948198052308","0.0706505606648892"
"105","","","","",""
"106","VW_ret_Inv_L","R2-multiple","0.94626788991758","R2-adjusted","0.944949310529054"
"107","(Intercept)","0.000814023535005561","0.000819142714443414","0.993750564648151","0.321817240524213"
"108","VW_ret_HML_All","1.00246101172916","0.0221695660497328","45.2178905748694","3.75388138986261e-94"
"109","VW_ret_Ranks_momentum_spread","0.00262459140188785","0.00730901408416346","0.359089662663886","0.719992740088101"
"110","VW_ret_HML_spread","0.0689077575910482","0.0306163984327997","2.25068137071363","0.0257428390246507"
"111","VW_ret_OP_Prof_spread","0.0121605959726474","0.0318488486986834","0.381822152747082","0.703090591355006"
"112","","","","",""
"113","VW_ret_Inv_L","R2-multiple","0.947636658877112","R2-adjusted","0.946020506373319"
"114","(Intercept)","0.000959182628774308","0.000814195444005564","1.17807417842509","0.240494682471667"
"115","VW_ret_HML_All","1.00354711764351","0.0219591585380487","45.7006180771753","1.76977542155265e-94"
"116","VW_ret_Ranks_momentum_spread","0.0030251843118619","0.00724017156849136","0.417833235475697","0.676622338635285"
"117","VW_ret_HML_spread","0.0745938001437096","0.0304427196196042","2.45030013992814","0.0153375415687901"
"118","VW_ret_OP_Prof_spread","0.00984076918605948","0.0315576051798875","0.311835106940601","0.755566812623865"
"119","VW_diffPosNegRel_Inv_spread","-0.0659922924682302","0.0320689181304859","-2.05782721449201","0.0412090410259318"
"120","","","","",""
