"","term","estimate","std.error","statistic","p.value"
"98","(Intercept)","0.00926693460973479","0.00733629473102129","1.26316280213632","0.208301973860752"
"99","VW_ret_HML_All","2.03416303783583","0.177808349277502","11.4401997774646","1.02528084062343e-22"
"100","","","","",""
"101","VW_ret_Ranks_momentum_1","R2-multiple","0.454375588376805","R2-adjusted","0.447761959145008"
"102","(Intercept)","0.0252911430280491","0.010752042356487","2.35221757778793","0.0198417752465367"
"103","VW_ret_HML_All","2.09075882203846","0.178384144788615","11.7205417808629","1.81403145230713e-23"
"104","VW_diffPosNeg_Ranks_momentum_spread","-0.234924921855296","0.116151566470869","-2.02257213564326","0.0447321759837545"
"105","","","","",""
"106","VW_ret_Ranks_momentum_1","R2-multiple","0.513139053078193","R2-adjusted","0.501191545178271"
"107","(Intercept)","0.00959921287496219","0.00723001806284547","1.32768864358608","0.186137353199455"
"108","VW_ret_HML_All","1.6466855174806","0.192358889881037","8.56048565521965","7.98786898844449e-15"
"109","VW_ret_OP_Prof_spread","-0.158781539700341","0.282365236902572","-0.56232679858933","0.574665890766184"
"110","VW_ret_HML_spread","1.20983892670308","0.256888597428136","4.70958594042515","5.28148562566217e-06"
"111","VW_ret_Inv_spread","0.225233793053172","0.408204798300519","0.551766647503628","0.581863906049991"
"112","","","","",""
"113","VW_ret_Ranks_momentum_1","R2-multiple","0.518896593855639","R2-adjusted","0.504047723295628"
"114","(Intercept)","0.0207438853040317","0.0107721340286605","1.92569877508396","0.0558933768442954"
"115","VW_ret_HML_All","1.7088731844282","0.196938693370605","8.67718351930161","4.10027751641189e-15"
"116","VW_ret_OP_Prof_spread","-0.0969411309033848","0.2850371136157","-0.340100030040598","0.734221774341521"
"117","VW_ret_HML_spread","1.17015677561195","0.257732629773442","4.54019646887773","1.09142208598254e-05"
"118","VW_ret_Inv_spread","0.272847529742987","0.408468351645329","0.667977160639117","0.50509871142281"
"119","VW_diffPosNeg_Ranks_momentum_spread","-0.157194985228501","0.11289686558247","-1.39237687793619","0.165716570198614"
"120","","","","",""
